"filename", "language", "Docker", "Properties", "Shell Script", "YAML", "Python", "Markdown", "Ini", "Batch", "CSS", "Makefile", "reStructuredText", "JSON", "pip requirements", "comment", "blank", "total"
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_r101_caffe_fpn_mstrain_3x_coco.py", "Python", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_r101_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_r101_fpn_20e_coco.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_r101_fpn_mstrain_3x_coco.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_r50_caffe_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 42
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_r50_caffe_fpn_mstrain_3x_coco.py", "Python", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 50
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_r50_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_r50_fpn_20e_coco.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_r50_fpn_mstrain_3x_coco.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_x101_32x4d_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_x101_32x4d_fpn_20e_coco.py", "Python", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_x101_32x4d_fpn_mstrain_3x_coco.py", "Python", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_x101_32x8d_fpn_mstrain_3x_coco.py", "Python", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 61
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_x101_64x4d_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_x101_64x4d_fpn_20e_coco.py", "Python", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_mask_rcnn_x101_64x4d_fpn_mstrain_3x_coco.py", "Python", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_rcnn_r101_caffe_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_rcnn_r101_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_rcnn_r101_fpn_20e_coco.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_rcnn_r50_caffe_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 43
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_rcnn_r50_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_rcnn_r50_fpn_20e_coco.py", "Python", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_rcnn_x101_32x4d_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_rcnn_x101_32x4d_fpn_20e_coco.py", "Python", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_rcnn_x101_64x4d_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/cascade_rcnn_x101_64x4d_fpn_20e_coco.py", "Python", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rcnn/metafile.yml", "YAML", 0, 0, 0, 498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 526
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rpn/README.md", "Markdown", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 14, 42
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rpn/crpn_fast_rcnn_r50_caffe_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 78
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rpn/crpn_faster_rcnn_r50_caffe_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 93
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rpn/crpn_r50_caffe_fpn_1x_coco.py", "Python", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 78
"/home/x/dawenxun/AtrousLSHTransformer/configs/cascade_rpn/metafile.yml", "YAML", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 45
"/home/x/dawenxun/AtrousLSHTransformer/configs/centernet/README.md", "Markdown", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 1, 12, 41
"/home/x/dawenxun/AtrousLSHTransformer/configs/centernet/centernet_resnet18_140e_coco.py", "Python", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/home/x/dawenxun/AtrousLSHTransformer/configs/centernet/centernet_resnet18_dcnv2_140e_coco.py", "Python", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 128
"/home/x/dawenxun/AtrousLSHTransformer/configs/centernet/metafile.yml", "YAML", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 47
"/home/x/dawenxun/AtrousLSHTransformer/configs/centripetalnet/README.md", "Markdown", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 1, 12, 37
"/home/x/dawenxun/AtrousLSHTransformer/configs/centripetalnet/centripetalnet_hourglass104_mstest_16x6_210e_coco.py", "Python", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 111
"/home/x/dawenxun/AtrousLSHTransformer/configs/centripetalnet/metafile.yml", "YAML", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 40
"/home/x/dawenxun/AtrousLSHTransformer/configs/cityscapes/README.md", "Markdown", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 14, 47
"/home/x/dawenxun/AtrousLSHTransformer/configs/cityscapes/faster_rcnn_r50_fpn_1x_cityscapes.py", "Python", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 45
"/home/x/dawenxun/AtrousLSHTransformer/configs/cityscapes/mask_rcnn_r50_fpn_1x_cityscapes.py", "Python", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 52
"/home/x/dawenxun/AtrousLSHTransformer/configs/common/lsj_100e_coco_instance.py", "Python", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 91
"/home/x/dawenxun/AtrousLSHTransformer/configs/common/mstrain-poly_3x_coco_instance.py", "Python", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 81
"/home/x/dawenxun/AtrousLSHTransformer/configs/common/mstrain_3x_coco.py", "Python", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 77
"/home/x/dawenxun/AtrousLSHTransformer/configs/common/mstrain_3x_coco_instance.py", "Python", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 77
"/home/x/dawenxun/AtrousLSHTransformer/configs/common/ssj_270k_coco_instance.py", "Python", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 92
"/home/x/dawenxun/AtrousLSHTransformer/configs/common/ssj_scp_270k_coco_instance.py", "Python", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 98
"/home/x/dawenxun/AtrousLSHTransformer/configs/cornernet/README.md", "Markdown", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 1, 12, 44
"/home/x/dawenxun/AtrousLSHTransformer/configs/cornernet/cornernet_hourglass104_mstest_10x5_210e_coco.py", "Python", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 111
"/home/x/dawenxun/AtrousLSHTransformer/configs/cornernet/cornernet_hourglass104_mstest_32x3_210e_coco.py", "Python", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 111
"/home/x/dawenxun/AtrousLSHTransformer/configs/cornernet/cornernet_hourglass104_mstest_8x6_210e_coco.py", "Python", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 111
"/home/x/dawenxun/AtrousLSHTransformer/configs/cornernet/metafile.yml", "YAML", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 84
"/home/x/dawenxun/AtrousLSHTransformer/configs/dcn/README.md", "Markdown", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 1, 12, 49
"/home/x/dawenxun/AtrousLSHTransformer/configs/dcn/cascade_mask_rcnn_r101_fpn_dconv_c3-c5_1x_coco.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/x/dawenxun/AtrousLSHTransformer/configs/dcn/cascade_mask_rcnn_r50_fpn_dconv_c3-c5_1x_coco.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/x/dawenxun/AtrousLSHTransformer/configs/dcn/cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/x/dawenxun/AtrousLSHTransformer/configs/dcn/cascade_rcnn_r101_fpn_dconv_c3-c5_1x_coco.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
